cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
11808	37	DATABASE|Training_Seq1790	DATABASE	DATABASE|Training_Seq1370;DATABASE|Training_Seq1790;DATABASE|Training_Seq1974;DATABASE|Training_Seq2620;DATABASE|Training_Seq3525;DATABASE|Training_Seq3526;DATABASE|Training_Seq3583;DATABASE|sp|E7EKC4|BR11_ODOHA_Brevinin-1HN1_OS=Odorrana_hainanensis_OX=431935_PE=1_SV=1;DATABASE|sp|P32412|BR1_PELLE_Brevinin-1E_OS=Pelophylax_lessonae_OX=45623_PE=1_SV=2;DATABASE|Training_Seq1307;DATABASE|Training_Seq1842;DATABASE|Training_Seq1969;DATABASE|Training_Seq2740;DATABASE|Training_Seq3581;DATABASE|Training_Seq3584;DATABASE|AP00073;DATABASE|AP00578;DATABASE|AP00647;DATABASE|AP00860;DATABASE|AP00861;DATABASE|AP00862;DATABASE|AP01437;DATABASE|AP01961;DATABASE|AP02060;DATABASE|AP02063;DATABASE|AP02468;DATABASE|AP02469;DATABASE|AP02609;DATABASE|AP03284;DATABASE|AP04231;DATABASE|CAMPSQ20_Amolopin-1c;DATABASE|CAMPSQ21_Amolopin-1d;DATABASE|CAMPSQ10692_Brevinin-1VLd;DATABASE|AP02565;DATABASE|CAMPSQ2322_Brevinin-1HN1antimicrobialpeptideprecursorBrevinin-1HN1_2antimicrobialpeptideprecursor;DATABASE|AP02566;DATABASE|AP02564	True	False
11809	19	DATABASE|Training_Seq2252	DATABASE;PRED	DATABASE|Training_Seq2252;PRED|NP_631966.1;DATABASE|Training_Seq74;DATABASE|Training_Seq118;DATABASE|Training_Seq437;DATABASE|sp|O88514|DEFB4_RAT_Beta-defensin_4_OS=Rattus_norvegicus_OX=10116_GN=Defb4_PE=2_SV=1;DATABASE|sp|Q32ZI3|DEFB5_RAT_Beta-defensin_5_OS=Rattus_norvegicus_OX=10116_GN=Defb5_PE=3_SV=1;DATABASE|sp|Q32ZI4|DEFB3_RAT_Beta-defensin_3_OS=Rattus_norvegicus_OX=10116_GN=Defb3_PE=3_SV=1;PRED|NP_038784.1;PRED|NP_062702.1;PRED|NP_473415.1;PRED|NP_001032638.1;PRED|NP_071989.1;DATABASE|Training_Seq2253;DATABASE|Training_Seq2270;PRED|NP_694748.3;DATABASE|AP01289;DATABASE|AP01290;DATABASE|AP01319	True	True
1181	1	PRED|XP_637222.1	PRED	PRED|XP_637222.1	False	True
11810	1	DATABASE|Training_Seq2315	DATABASE	DATABASE|Training_Seq2315	True	False
11811	1	DATABASE|Training_Seq2317	DATABASE	DATABASE|Training_Seq2317	True	False
11812	1	DATABASE|Training_Seq2318	DATABASE	DATABASE|Training_Seq2318	True	False
11813	28	DATABASE|Training_Seq2358	DATABASE	DATABASE|Training_Seq2282;DATABASE|Training_Seq2283;DATABASE|Training_Seq2357;DATABASE|Training_Seq2358;DATABASE|Training_Seq2621;DATABASE|Training_Seq2651;DATABASE|Training_Seq2652;DATABASE|Training_Seq2946;DATABASE|Training_Seq2948;DATABASE|Training_Seq3146;DATABASE|Training_Seq3147;DATABASE|Training_Seq3342;DATABASE|Training_Seq3412;DATABASE|Training_Seq3556;DATABASE|sp|E1AWD3|BR14_AMOCU_Brevinin-1CG4_OS=Amolops_chunganensis_OX=325556_PE=3_SV=1;DATABASE|sp|Q2UXW0|BR1P_PELFU_Brevinin-1P_OS=Pelophylax_fukienensis_OX=88448_PE=2_SV=1;DATABASE|Training_Seq355;DATABASE|Training_Seq3516;DATABASE|Training_Seq3517;DATABASE|Training_Seq3518;DATABASE|Training_Seq3620;DATABASE|Training_Seq3621;DATABASE|Training_Seq3580;DATABASE|Training_Seq332;DATABASE|Training_Seq333;DATABASE|sp|C3RT22|TP1_LIMKU_Temporin-LK1_OS=Limnonectes_kuhlii_OX=110107_PE=1_SV=1;DATABASE|sp|E7EKJ5|TP1_SYLSP_Temporin-SN1_OS=Sylvirana_spinulosa_OX=369515_PE=1_SV=1;DATABASE|Training_Seq2636	True	False
11814	7	DATABASE|Training_Seq2878	DATABASE	DATABASE|Training_Seq2878;DATABASE|Training_Seq459;DATABASE|Training_Seq2879;DATABASE|Training_Seq3495;DATABASE|AP02714;DATABASE|AP02715;DATABASE|AP04765	True	False
11815	1	DATABASE|Training_Seq2885	DATABASE	DATABASE|Training_Seq2885	True	False
11816	2	DATABASE|Training_Seq2904	DATABASE	DATABASE|Training_Seq2904;DATABASE|AP02755	True	False
11817	1	DATABASE|Training_Seq3074	DATABASE	DATABASE|Training_Seq3074	True	False
11818	4	DATABASE|Training_Seq3112	DATABASE	DATABASE|Training_Seq3112;DATABASE|AP03133;DATABASE|CAMPSQ3946_Dermaseptin-5;DATABASE|sp|C0HLD1|DRS52_PHYTB_Dermaseptin-5.2TR_OS=Phyllomedusa_trinitatis_OX=332092_PE=1_SV=1	True	False
11819	2	DATABASE|Training_Seq3459	DATABASE	DATABASE|Training_Seq3459;DATABASE|AP04274	True	False
1182	1	PRED|XP_052307918.1	PRED	PRED|XP_052307918.1	False	True
11820	3	DATABASE|Training_Seq3549	DATABASE	DATABASE|Training_Seq3549;DATABASE|AP00639;DATABASE|AP02005	True	False
11821	1	DATABASE|sp|L0L3V3|FRE21_SPHLA_Frenatin_2.3S_OS=Sphaenorhynchus_lacteus_OX=279984_PE=1_SV=1	DATABASE	DATABASE|sp|L0L3V3|FRE21_SPHLA_Frenatin_2.3S_OS=Sphaenorhynchus_lacteus_OX=279984_PE=1_SV=1	True	False
11822	1	DATABASE|sp|P86147|PROTO_ORADR_Venom_peptide_2-long_OS=Orancistrocerus_drewseni_OX=529024_PE=1_SV=2	DATABASE	DATABASE|sp|P86147|PROTO_ORADR_Venom_peptide_2-long_OS=Orancistrocerus_drewseni_OX=529024_PE=1_SV=2	True	False
11823	19	DATABASE|sp|Q8MTX2|NDB42_OPIMA_Cytotoxic_linear_peptide_IsCT2_OS=Opisthacanthus_madagascariensis_OX=167108_PE=1_SV=1	DATABASE	DATABASE|sp|Q8MTX2|NDB42_OPIMA_Cytotoxic_linear_peptide_IsCT2_OS=Opisthacanthus_madagascariensis_OX=167108_PE=1_SV=1;DATABASE|sp|P0C8W1|NDB4S_HOFGE_Non-disulfide-bridged_peptide_5.5_OS=Hoffmannihadrurus_gertschi_OX=380989_PE=1_SV=1;DATABASE|sp|P0DJ03|NDB4S_HETPE_Peptide_Hp1035_OS=Heterometrus_petersii_OX=754296_PE=2_SV=1;DATABASE|sp|Q8MMJ7|NDB41_OPIMA_Cytotoxic_linear_peptide_IsCT_OS=Opisthacanthus_madagascariensis_OX=167108_PE=1_SV=1;DATABASE|sp|C5J886|NDB4S_OPICY_Amphipathic_peptide_OcyC1_OS=Opisthacanthus_cayaporum_OX=573324_PE=1_SV=1;DATABASE|sp|L0GCI6|NDB4H_UROYA_Antimicrobial_peptide_UyCT3_OS=Urodacus_yaschenkoi_OX=1273102_PE=1_SV=1;DATABASE|sp|L0GAZ8|NDB4I_UROYA_Antimicrobial_peptide_UyCT5_OS=Urodacus_yaschenkoi_OX=1273102_PE=2_SV=1;DATABASE|sp|P0DJ02|NDB49_HETPE_Peptide_Hp1090_OS=Heterometrus_petersii_OX=754296_PE=2_SV=1;DATABASE|sp|P0DY01|NDBP8_EUSVA_Antimicrobial_peptide_Eval418_OS=Euscorpiops_validus_OX=1643527_PE=1_SV=1;DATABASE|sp|R4JJN6|NDB4L_PANIM_Pantinin-3_OS=Pandinus_imperator_OX=55084_PE=3_SV=1;DATABASE|sp|R4JQZ0|NDB4K_PANIM_Pantinin-2_OS=Pandinus_imperator_OX=55084_PE=1_SV=1;DATABASE|sp|H2CYR5|NDB4_PANCV_Cytotoxic_linear_peptide_OS=Pandinus_cavimanus_OX=217261_PE=2_SV=1;DATABASE|sp|P0DME9|NDB4W_HETPE_Peptide_Hp1412_OS=Heterometrus_petersii_OX=754296_PE=2_SV=1;DATABASE|sp|P0DY02|NDBP5_EUSVA_Antimicrobial_peptide_Eval655_OS=Euscorpiops_validus_OX=1643527_PE=1_SV=1;DATABASE|sp|P0DY17|NDB43_SCOPA_Peptide_Smp13_OS=Scorpio_palmatus_OX=1662106_PE=1_SV=1;DATABASE|CAMPSQ15291_Spiniferin;DATABASE|sp|P0DME6|NDB4T_HETPE_Peptide_Hp1036_OS=Heterometrus_petersii_OX=754296_PE=1_SV=1;DATABASE|sp|P0DME8|NDB4V_HETPE_Peptide_Hp1239_OS=Heterometrus_petersii_OX=754296_PE=2_SV=1;DATABASE|sp|P0DME7|NDB4U_HETPE_Peptide_Hp1165_OS=Heterometrus_petersii_OX=754296_PE=1_SV=1	True	False
11824	5	DATABASE|sp|Q8NES8|DB124_HUMAN_Beta-defensin_124_OS=Homo_sapiens_OX=9606_GN=DEFB124_PE=1_SV=2	DATABASE;PRED	DATABASE|sp|Q8NES8|DB124_HUMAN_Beta-defensin_124_OS=Homo_sapiens_OX=9606_GN=DEFB124_PE=1_SV=2;DATABASE|sp|Q30KK4|DB124_PANTR_Beta-defensin_124_OS=Pan_troglodytes_OX=9598_GN=DEFB124_PE=3_SV=1;DATABASE|sp|Q32ZG7|DFB25_RAT_Beta-defensin_25_OS=Rattus_norvegicus_OX=10116_GN=Defb25_PE=3_SV=1;PRED|NP_001032589.1;PRED|NP_001032605.1	True	True
11825	1	DATABASE|sp|P0DMF8|NDB4U_CHATC_Peptide_Ctri10261_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1	DATABASE	DATABASE|sp|P0DMF8|NDB4U_CHATC_Peptide_Ctri10261_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1	True	False
11826	1	DATABASE|sp|P0DMG0|NDB4R_CHATC_Peptide_Ctri9819_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1	DATABASE	DATABASE|sp|P0DMG0|NDB4R_CHATC_Peptide_Ctri9819_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1	True	False
11827	1	DATABASE|sp|P0DY21|EQB_ACTEQ_Equinin_B_OS=Actinia_equina_OX=6106_PE=1_SV=1	DATABASE	DATABASE|sp|P0DY21|EQB_ACTEQ_Equinin_B_OS=Actinia_equina_OX=6106_PE=1_SV=1	True	False
11828	2	DATABASE|sp|P82731|DF124_ARATH_Defensin-like_protein_124_OS=Arabidopsis_thaliana_OX=3702_GN=LCR16_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|P82731|DF124_ARATH_Defensin-like_protein_124_OS=Arabidopsis_thaliana_OX=3702_GN=LCR16_PE=3_SV=1;PRED|NP_001031162.1	True	True
11829	9	DATABASE|sp|Q30KJ8|D131A_PANTR_Beta-defensin_131A_OS=Pan_troglodytes_OX=9598_GN=DEFB131A_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|Q30KJ8|D131A_PANTR_Beta-defensin_131A_OS=Pan_troglodytes_OX=9598_GN=DEFB131A_PE=3_SV=1;DATABASE|sp|P59861|D131A_HUMAN_Beta-defensin_131A_OS=Homo_sapiens_OX=9606_GN=DEFB131A_PE=1_SV=2;DATABASE|sp|A0A096LNP1|D131B_HUMAN_Beta-defensin_131B_OS=Homo_sapiens_OX=9606_GN=DEFB131B_PE=3_SV=1;DATABASE|sp|Q32ZF3|DFB43_RAT_Beta-defensin_43_OS=Rattus_norvegicus_OX=10116_GN=Defb43_PE=3_SV=1;PRED|NP_001035538.2;PRED|NP_001229782.1;PRED|NP_001032617.1;DATABASE|sp|Q30KM9|DFB43_MOUSE_Beta-defensin_43_OS=Mus_musculus_OX=10090_GN=Defb43_PE=3_SV=1;PRED|NP_001034210.1	True	True
1183	1	PRED|XP_009067025.1	PRED	PRED|XP_009067025.1	False	True
11830	2	PRED|WP_000370485.1	PRED	PRED|WP_000370485.1;PRED|WP_001065785.1	False	True
11831	2	PRED|NP_001077995.1	PRED	PRED|NP_001077995.1;PRED|NP_001077996.1	False	True
11832	1	PRED|NP_001078144.1	PRED	PRED|NP_001078144.1	False	True
11833	1	PRED|NP_001119078.1	PRED	PRED|NP_001119078.1	False	True
11834	1	PRED|NP_001318569.1	PRED	PRED|NP_001318569.1	False	True
11835	4	PRED|NP_001319305.1	DATABASE;PRED	PRED|NP_001319305.1;DATABASE|sp|Q2V4F7|DF278_ARATH_Defensin-like_protein_278_OS=Arabidopsis_thaliana_OX=3702_GN=At1g63522_PE=3_SV=1;DATABASE|sp|Q2V4F6|DF279_ARATH_Putative_defensin-like_protein_279_OS=Arabidopsis_thaliana_OX=3702_GN=At1g63535_PE=3_SV=1;PRED|NP_001031224.1	True	True
11836	3	PRED|NP_001322731.1	PRED	PRED|NP_001322731.1;PRED|NP_001322733.1;PRED|NP_001322732.1	False	True
11837	2	PRED|NP_001327740.1	PRED	PRED|NP_001327740.1;PRED|NP_001327741.1	False	True
11838	1	PRED|XP_001481420.1	PRED	PRED|XP_001481420.1	False	True
11839	1	PRED|XP_748992.1	PRED	PRED|XP_748992.1	False	True
1184	1	PRED|XP_075919560.1	PRED	PRED|XP_075919560.1	False	True
11840	1	PRED|XP_050467268.1	PRED	PRED|XP_050467268.1	False	True
11841	1	PRED|XP_050469128.1	PRED	PRED|XP_050469128.1	False	True
11842	1	PRED|WP_005643957.1	PRED	PRED|WP_005643957.1	False	True
11843	1	PRED|WP_005783624.1	PRED	PRED|WP_005783624.1	False	True
11844	1	PRED|NP_001021917.1	PRED	PRED|NP_001021917.1	False	True
11845	1	PRED|NP_001024947.1	PRED	PRED|NP_001024947.1	False	True
11846	1	PRED|NP_001041212.1	PRED	PRED|NP_001041212.1	False	True
11847	1	PRED|NP_001367881.1	PRED	PRED|NP_001367881.1	False	True
11848	1	PRED|NP_001379693.1	PRED	PRED|NP_001379693.1	False	True
11849	1	PRED|NP_509325.1	PRED	PRED|NP_509325.1	False	True
1185	1	PRED|XP_030828182.1	PRED	PRED|XP_030828182.1	False	True
11850	1	PRED|NP_741484.1	PRED	PRED|NP_741484.1	False	True
11851	1	PRED|XP_001695370.2	PRED	PRED|XP_001695370.2	False	True
11852	6	PRED|XP_001702330.2	PRED	PRED|XP_001702330.2;PRED|XP_042914135.1;PRED|XP_042914153.1;PRED|XP_042914154.1;PRED|XP_042920270.1;PRED|XP_042925081.1	False	True
11853	7	PRED|XP_042914167.1	PRED	PRED|XP_042914167.1;PRED|XP_042914549.1;PRED|XP_042916576.1;PRED|XP_042917768.1;PRED|XP_042914161.1;PRED|XP_042922074.1;PRED|XP_042927930.1	False	True
11854	1	PRED|XP_042918015.1	PRED	PRED|XP_042918015.1	False	True
11855	1	PRED|XP_042920141.1	PRED	PRED|XP_042920141.1	False	True
11856	1	PRED|XP_042921460.1	PRED	PRED|XP_042921460.1	False	True
11857	1	PRED|XP_042925804.1	PRED	PRED|XP_042925804.1	False	True
11858	1	PRED|XP_001831874.1	PRED	PRED|XP_001831874.1	False	True
11859	1	PRED|XP_002910178.1	PRED	PRED|XP_002910178.1	False	True
1186	1	PRED|XP_012656519.1	PRED	PRED|XP_012656519.1	False	True
11860	1	PRED|XP_002910637.1	PRED	PRED|XP_002910637.1	False	True
11861	6	PRED|NP_001002153.2	PRED	PRED|NP_001002153.2;PRED|NP_001161327.1;PRED|NP_001289044.1;PRED|XP_040029277.1;PRED|NP_001102283.2;PRED|XP_003970602.1	False	True
11862	1	PRED|XP_635229.1	PRED	PRED|XP_635229.1	False	True
11863	1	PRED|XP_636552.1	PRED	PRED|XP_636552.1	False	True
11864	1	PRED|XP_638054.1	PRED	PRED|XP_638054.1	False	True
11865	3	PRED|XP_646172.1	PRED	PRED|XP_646172.1;PRED|XP_629146.1;PRED|XP_645691.1	False	True
11866	1	PRED|XP_647404.1	PRED	PRED|XP_647404.1	False	True
11867	1	PRED|XP_647527.1	PRED	PRED|XP_647527.1	False	True
11868	2	PRED|NP_001027447.1	PRED	PRED|NP_001027447.1;PRED|NP_001286772.1	False	True
11869	1	PRED|NP_001245446.1	PRED	PRED|NP_001245446.1	False	True
1187	1	DATABASE|Training_Seq3466	DATABASE	DATABASE|Training_Seq3466	True	False
11870	2	PRED|WP_004042215.1	PRED	PRED|WP_004042215.1;PRED|WP_205250954.1	False	True
11871	1	PRED|NP_001341932.1	PRED	PRED|NP_001341932.1	False	True
11872	1	PRED|NP_001341933.1	PRED	PRED|NP_001341933.1	False	True
11873	1	PRED|NP_001353291.1	PRED	PRED|NP_001353291.1	False	True
11874	1	PRED|WP_004142688.1	PRED	PRED|WP_004142688.1	False	True
11875	1	PRED|WP_004143717.1	PRED	PRED|WP_004143717.1	False	True
11876	1	PRED|XP_009045228.1	PRED	PRED|XP_009045228.1	False	True
11877	1	PRED|XP_009046435.1	PRED	PRED|XP_009046435.1	False	True
11878	1	PRED|XP_009052980.1	PRED	PRED|XP_009052980.1	False	True
11879	1	PRED|XP_009055497.1	PRED	PRED|XP_009055497.1	False	True
1188	1	PRED|XP_075910832.1	PRED	PRED|XP_075910832.1	False	True
11880	1	PRED|XP_009064849.1	PRED	PRED|XP_009064849.1	False	True
11881	1	PRED|XP_009066866.1	PRED	PRED|XP_009066866.1	False	True
11882	1	PRED|XP_009067202.1	PRED	PRED|XP_009067202.1	False	True
11883	1	PRED|WP_003899674.1	PRED	PRED|WP_003899674.1	False	True
11884	1	PRED|WP_162470273.1	PRED	PRED|WP_162470273.1	False	True
11885	1	PRED|WP_002219531.1	PRED	PRED|WP_002219531.1	False	True
11886	1	PRED|WP_148680124.1	PRED	PRED|WP_148680124.1	False	True
11887	12	PRED|XP_015610798.1	PRED	PRED|XP_008377368.1;PRED|XP_070682905.1;PRED|XP_015610798.1;PRED|XP_015610799.1;PRED|XP_073388054.1;PRED|XP_002315392.1;PRED|XP_024518745.1;PRED|XP_024525908.1;PRED|XP_006341439.1;PRED|XP_002460536.1;PRED|NP_001315565.1;PRED|XP_001700244.1	False	True
11888	1	PRED|XP_024382138.2	PRED	PRED|XP_024382138.2	False	True
11889	26	PRED|XP_024383473.1	PRED	PRED|XP_024383473.1;PRED|XP_024389071.1;PRED|XP_002980939.1;PRED|XP_002989319.1;PRED|NP_194401.1;PRED|NP_974623.1;PRED|XP_004151389.1;PRED|XP_031744853.1;PRED|XP_003532155.1;PRED|XP_003544734.1;PRED|XP_003551726.1;PRED|XP_014626673.1;PRED|XP_040868238.1;PRED|XP_008364376.1;PRED|XP_008366433.1;PRED|XP_008366434.1;PRED|XP_024633629.1;PRED|XP_002300343.3;PRED|XP_002317354.1;PRED|XP_006349885.1;PRED|XP_006364176.1;PRED|XP_006364673.1;PRED|XP_017980431.1;PRED|XP_017980432.1;PRED|XP_017980433.1;PRED|XP_003557115.1	False	True
1189	1	PRED|XP_021308668.1	PRED	PRED|XP_021308668.1	False	True
11890	1	PRED|XP_073388178.1	PRED	PRED|XP_073388178.1	False	True
11891	1	PRED|XP_073390751.1	PRED	PRED|XP_073390751.1	False	True
11892	2	PRED|XP_073391610.1	PRED	PRED|XP_073391610.1;PRED|XP_073391611.1	False	True
11893	2	PRED|YP_001109552.1	PRED	PRED|YP_001109552.1;PRED|YP_001109567.1	False	True
11894	1	PRED|WP_003088893.1	PRED	PRED|WP_003088893.1	False	True
11895	1	PRED|WP_016264137.1	PRED	PRED|WP_016264137.1	False	True
11896	1	PRED|XP_063130149.1	PRED	PRED|XP_063130149.1	False	True
11897	1	PRED|WP_001726890.1	PRED	PRED|WP_001726890.1	False	True
11898	2	PRED|WP_023224697.1	PRED	PRED|WP_023224697.1;PRED|WP_002890215.1	False	True
11899	2	PRED|WP_000867357.1	PRED	PRED|WP_000867357.1;PRED|WP_001198024.1	False	True
119	6	PRED|XP_009044875.1	PRED	PRED|XP_009044875.1;PRED|XP_009052711.1;PRED|XP_009056364.1;PRED|XP_009054945.1;PRED|XP_009044707.1;PRED|XP_009052260.1	False	True
1190	1	PRED|XP_010238939.1	PRED	PRED|XP_010238939.1	False	True
11900	2	PRED|XP_030836591.1	PRED	PRED|XP_030836591.1;PRED|XP_638653.2	False	True
11901	1	PRED|WP_011277334.1	PRED	PRED|WP_011277334.1	False	True
11902	1	PRED|XP_001022594.1	PRED	PRED|XP_001022594.1	False	True
11903	1	PRED|XP_001031202.1	PRED	PRED|XP_001031202.1	False	True
11904	1	PRED|XP_012655811.1	PRED	PRED|XP_012655811.1	False	True
11905	1	PRED|WP_002210611.1	PRED	PRED|WP_002210611.1	False	True
11906	1	PRED|WP_002210638.1	PRED	PRED|WP_002210638.1	False	True
11907	1	PRED|WP_002210650.1	PRED	PRED|WP_002210650.1	False	True
11908	1	PRED|WP_002224361.1	PRED	PRED|WP_002224361.1	False	True
11909	1	PRED|NP_001351349.1	PRED	PRED|NP_001351349.1	False	True
1191	1	PRED|XP_040863469.1	PRED	PRED|XP_040863469.1	False	True
11910	1	DATABASE|CAMPSQ12281_RpdefB	DATABASE	DATABASE|CAMPSQ12281_RpdefB	True	False
11911	1	DATABASE|CAMPSQ13606_Toyoncin	DATABASE	DATABASE|CAMPSQ13606_Toyoncin	True	False
11912	1	DATABASE|CAMPSQ13713_LvArasin-like	DATABASE	DATABASE|CAMPSQ13713_LvArasin-like	True	False
11913	3	DATABASE|Training_Seq55	DATABASE	DATABASE|Training_Seq55;DATABASE|AP00410;DATABASE|CAMPSQ856_OncorhyncinIII	True	False
11914	3	DATABASE|Training_Seq226	DATABASE	DATABASE|Training_Seq226;DATABASE|AP01955;DATABASE|CAMPSQ3656_GarvieacinQ	True	False
11915	1	DATABASE|Training_Seq370	DATABASE	DATABASE|Training_Seq370	True	False
11916	2	DATABASE|Training_Seq503	DATABASE	DATABASE|Training_Seq503;DATABASE|DBAASPR_19387_Mt_NCR645	True	False
11917	1	DATABASE|Training_Seq1894	DATABASE	DATABASE|Training_Seq1894	True	False
11918	1	DATABASE|Training_Seq1991	DATABASE	DATABASE|Training_Seq1991	True	False
11919	3	DATABASE|Training_Seq2585	DATABASE	DATABASE|Training_Seq2585;DATABASE|Training_Seq3627;DATABASE|AP01783	True	False
1192	1	PRED|XP_075915077.1	PRED	PRED|XP_075915077.1	False	True
11920	31	DATABASE|Training_Seq2602	DATABASE	DATABASE|Training_Seq448;DATABASE|Training_Seq1843;DATABASE|Training_Seq1970;DATABASE|Training_Seq1977;DATABASE|Training_Seq2602;DATABASE|Training_Seq2604;DATABASE|Training_Seq2735;DATABASE|Training_Seq2736;DATABASE|Training_Seq2737;DATABASE|Training_Seq2738;DATABASE|Training_Seq2741;DATABASE|Training_Seq3572;DATABASE|Training_Seq3582;DATABASE|sp|E1B240|BR11_AMOMA_Brevinin-1MT1_OS=Amolops_mantzorum_OX=167930_PE=1_SV=1;DATABASE|sp|Q1JS93|BR1B_ODOVE_Brevinin-1Vb_OS=Odorrana_versabilis_OX=326940_PE=1_SV=1;DATABASE|sp|Q2UXV9|BR1_ODOSH_Brevinin-1S_OS=Odorrana_schmackeri_OX=110116_PE=2_SV=1;DATABASE|Training_Seq2260;DATABASE|sp|Q8QFQ5|BR1B_LITPI_Brevinin-1Pb_OS=Lithobates_pipiens_OX=8404_PE=1_SV=1;DATABASE|Training_Seq2320;DATABASE|Training_Seq2828;DATABASE|Training_Seq2498;DATABASE|AP01303;DATABASE|AP01657;DATABASE|AP01820;DATABASE|AP01828;DATABASE|AP02611;DATABASE|CAMPSQ597_Brevinin-1Eb;DATABASE|DBAASPR_7212_Brevinin-Eu;DATABASE|sp|P86028|BR1A_PELRI_Brevinin-1Ra_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1;DATABASE|AP01833;DATABASE|AP02994	True	False
11921	2	DATABASE|Training_Seq2707	DATABASE	DATABASE|Training_Seq2707;DATABASE|AP02413	True	False
11922	2	DATABASE|Training_Seq2708	DATABASE	DATABASE|Training_Seq2708;DATABASE|AP02414	True	False
11923	1	DATABASE|Training_Seq2877	DATABASE	DATABASE|Training_Seq2877	True	False
11924	2	DATABASE|Training_Seq2880	DATABASE	DATABASE|Training_Seq2880;DATABASE|AP02717	True	False
11925	7	DATABASE|Training_Seq3035	DATABASE	DATABASE|Training_Seq3035;DATABASE|CAMPSQ11064_DRP-PBN1;DATABASE|AP00756;DATABASE|AP03008;DATABASE|DBAASPR_10849_Dermaseptin-PH;DATABASE|AP02924;DATABASE|AP03721	True	False
11926	2	DATABASE|Training_Seq3298	DATABASE	DATABASE|Training_Seq3298;DATABASE|AP03498	True	False
11927	20	DATABASE|sp|A9Q0M7|UBAA_STRUB_Bacteriocin_ubericin-A_OS=Streptococcus_uberis_OX=1349_GN=ubaA_PE=1_SV=1	DATABASE	DATABASE|sp|A9Q0M7|UBAA_STRUB_Bacteriocin_ubericin-A_OS=Streptococcus_uberis_OX=1349_GN=ubaA_PE=1_SV=1;DATABASE|Training_Seq1832;DATABASE|Training_Seq1959;DATABASE|sp|P29430|PPA1_PEDAC_Bacteriocin_pediocin_PA-1_OS=Pediococcus_acidilactici_OX=1254_GN=pedA_PE=1_SV=2;DATABASE|Training_Seq806;DATABASE|Training_Seq1831;DATABASE|Training_Seq1962;DATABASE|Training_Seq1961;DATABASE|sp|P86183|ETCHF_ENTFC_Enterocin-HF_OS=Enterococcus_faecium_OX=1352_GN=entHF_PE=1_SV=2;DATABASE|AP00632;DATABASE|AP00631;DATABASE|AP00633;DATABASE|AP00845;DATABASE|AP00846;DATABASE|AP00847;DATABASE|AP00848;DATABASE|CAMPSQ801_Listeriocin743A;DATABASE|CAMPSQ4985_Bacteriocinweissellin-A;DATABASE|CAMPSQ11063_AvicinA;DATABASE|sp|P81053|LCCC_LEUME_Bacteriocin_leucocin-C_OS=Leuconostoc_mesenteroides_OX=1245_PE=1_SV=2	True	False
11928	10	DATABASE|sp|Q6JQN2|NDB44_OLIMR_Peptide_BmKn2_OS=Olivierus_martensii_OX=34649_PE=1_SV=1	DATABASE	DATABASE|sp|Q6JQN2|NDB44_OLIMR_Peptide_BmKn2_OS=Olivierus_martensii_OX=34649_PE=1_SV=1;DATABASE|sp|E4VP07|NDB46_MESEU_Venom_antimicrobial_peptide-6_OS=Mesobuthus_eupeus_OX=34648_PE=1_SV=1;DATABASE|sp|P0DRH3|NDBT1_MESPU_Antimicrobial_peptide_VpCT1_OS=Mesomexovis_punctatus_OX=1532993_PE=1_SV=1;DATABASE|sp|Q9GQW4|NDB4U_OLIMR_Peptide_BmKn1_OS=Olivierus_martensii_OX=34649_PE=1_SV=1;DATABASE|sp|P0DMF7|NDB4X_CHATC_Peptide_Ctri9594_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1;DATABASE|sp|B8XH50|NDB4_BUTIS_Amphipathic_peptide_Tx348_OS=Buthus_israelis_OX=2899555_PE=2_SV=1;DATABASE|sp|P0DMF4|NDB4V_CHATY_Peptide_Ctry2606_OS=Chaerilus_tryznai_OX=1464547_PE=3_SV=1;DATABASE|sp|P0DMF6|NDB4W_CHATC_Peptide_Ctri9293_OS=Chaerilus_tricostatus_OX=1055734_PE=3_SV=1;DATABASE|sp|P0DMF3|NDB4U_CHATY_Peptide_Ctry2459_OS=Chaerilus_tryznai_OX=1464547_PE=1_SV=1;DATABASE|sp|F1CJ89|NDB4_HOTJU_Amphipathic_peptide_Hj0164_(Fragment)_OS=Hottentotta_judaicus_OX=6863_PE=2_SV=1	True	False
